TIMESTAMP,CURRENT_PRICE,SHARES,P/L_PERCENT,PROFIT/LOSS,REALIZED_PROFIT/LOSS,HOLD/NONE,PURCHASE/SELL_PRICE,PURCHASE_COST
12:07,57.5050,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
12:08,57.5250,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
12:09,57.5350,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
12:10,57.5580,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
12:11,57.5350,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
12:12,57.5100,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
12:13,57.5350,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
12:14,57.5450,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
12:15,57.5350,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
12:16,57.5250,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
12:17,57.5250,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
12:18,57.5200,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
12:19,57.5050,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
12:20,57.5092,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
12:21,57.5200,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
12:22,57.5300,0,-0.001385,$-500.00,$-800.00,NONE,57.68,$0.00
12:23,57.5400,10000,-0.001385,$-500.00,$-800.00,HOLD,57.54,$575400.00
12:24,57.5500,10000,0.000174,$-700.00,$-800.00,HOLD,57.54,$575400.00
12:25,57.5350,10000,-0.000087,$-850.00,$-800.00,HOLD,57.54,$575400.00
12:26,57.5350,10000,-0.000087,$-850.00,$-800.00,HOLD,57.54,$575400.00
12:27,57.5300,10000,-0.000174,$-900.00,$-800.00,HOLD,57.54,$575400.00
12:28,57.5350,10000,-0.000087,$-850.00,$-800.00,HOLD,57.54,$575400.00
12:29,57.5250,10000,-0.000261,$-950.00,$-800.00,HOLD,57.54,$575400.00
12:30,57.5350,10000,-0.000087,$-850.00,$-800.00,HOLD,57.54,$575400.00
12:31,57.5350,10000,-0.000087,$-850.00,$-800.00,HOLD,57.54,$575400.00
12:32,57.5300,10000,-0.000174,$-900.00,$-800.00,HOLD,57.54,$575400.00
12:33,57.5350,10000,-0.000087,$-850.00,$-800.00,HOLD,57.54,$575400.00
12:34,57.5250,10000,-0.000261,$-950.00,$-800.00,HOLD,57.54,$575400.00
12:35,57.5150,10000,-0.000434,$-1050.00,$-800.00,HOLD,57.54,$575400.00
12:36,57.5200,10000,-0.000348,$-1000.00,$-800.00,HOLD,57.54,$575400.00
12:37,57.5300,10000,-0.000174,$-900.00,$-800.00,HOLD,57.54,$575400.00
12:38,57.5250,10000,-0.000261,$-950.00,$-800.00,HOLD,57.54,$575400.00
12:39,57.5250,10000,-0.000261,$-950.00,$-800.00,HOLD,57.54,$575400.00
12:40,57.5280,10000,-0.000209,$-920.00,$-800.00,HOLD,57.54,$575400.00
12:41,57.5250,10000,-0.000261,$-950.00,$-800.00,HOLD,57.54,$575400.00
12:42,57.5350,10000,-0.000087,$-850.00,$-800.00,HOLD,57.54,$575400.00
12:43,57.5350,10000,-0.000087,$-850.00,$-800.00,HOLD,57.54,$575400.00
12:44,57.5350,10000,-0.000087,$-850.00,$-800.00,HOLD,57.54,$575400.00
12:45,57.5550,10000,0.000261,$-650.00,$-800.00,HOLD,57.54,$575400.00
12:46,57.5500,10000,0.000174,$-700.00,$-800.00,HOLD,57.54,$575400.00
12:47,57.5550,10000,0.000261,$-650.00,$-800.00,HOLD,57.54,$575400.00
12:48,57.5650,10000,0.000434,$-550.00,$-800.00,HOLD,57.54,$575400.00
12:49,57.5500,10000,0.000174,$-700.00,$-800.00,HOLD,57.54,$575400.00
12:50,57.5700,10000,0.000521,$-500.00,$-800.00,HOLD,57.54,$575400.00
12:51,57.5800,10000,0.000695,$-400.00,$-800.00,HOLD,57.54,$575400.00
12:52,57.5650,10000,0.000434,$-550.00,$-800.00,HOLD,57.54,$575400.00
12:53,57.5600,10000,0.000348,$-600.00,$-800.00,HOLD,57.54,$575400.00
